id,make_model_id,year,name,description,msrp,invoice,created,modified,make_model
252,45,2023,RED SPORT 400,RED SPORT 400 4dr Sedan (3.0L 6cyl Turbo 7A),56500,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 45, 'make_id': 11, 'name': 'Q50', 'make': {'id': 11, 'name': 'INFINITI'}}"
253,45,2023,SENSORY,SENSORY 4dr Sedan AWD (3.0L 6cyl Turbo 7A),50350,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 45, 'make_id': 11, 'name': 'Q50', 'make': {'id': 11, 'name': 'INFINITI'}}"
254,45,2023,SENSORY,SENSORY 4dr Sedan (3.0L 6cyl Turbo 7A),48350,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 45, 'make_id': 11, 'name': 'Q50', 'make': {'id': 11, 'name': 'INFINITI'}}"
255,45,2023,LUXE,LUXE 4dr Sedan AWD (3.0L 6cyl Turbo 7A),44650,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 45, 'make_id': 11, 'name': 'Q50', 'make': {'id': 11, 'name': 'INFINITI'}}"
256,45,2023,RED SPORT 400,RED SPORT 400 4dr Sedan AWD (3.0L 6cyl Turbo 7A),58500,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 45, 'make_id': 11, 'name': 'Q50', 'make': {'id': 11, 'name': 'INFINITI'}}"
257,46,2023,ESSENTIAL,ESSENTIAL 4dr SUV AWD (2.0L 4cyl Turbo CVT),54250,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 46, 'make_id': 11, 'name': 'QX55', 'make': {'id': 11, 'name': 'INFINITI'}}"
258,46,2023,SENSORY,SENSORY 4dr SUV AWD (2.0L 4cyl Turbo CVT),57800,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 46, 'make_id': 11, 'name': 'QX55', 'make': {'id': 11, 'name': 'INFINITI'}}"
259,46,2023,LUXE,LUXE 4dr SUV AWD (2.0L 4cyl Turbo CVT),49150,0,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 46, 'make_id': 11, 'name': 'QX55', 'make': {'id': 11, 'name': 'INFINITI'}}"
260,47,2023,P250 SE,P250 SE 4dr SUV AWD (2.0L 4cyl Turbo 9A),48000,45120,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 47, 'make_id': 12, 'name': 'E-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
261,48,2023,P250,P250 4dr SUV AWD (2.0L 4cyl Turbo 8A),52400,49256,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 48, 'make_id': 12, 'name': 'F-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
262,48,2023,P400 R-Dynamic S,P400 R-Dynamic S 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),64800,60912,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 48, 'make_id': 12, 'name': 'F-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
263,48,2023,SVR,SVR 4dr SUV AWD (5.0L 8cyl S/C 8A),89500,84130,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 48, 'make_id': 12, 'name': 'F-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
264,48,2023,P250 S,P250 S 4dr SUV AWD (2.0L 4cyl Turbo 8A),56000,52640,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 48, 'make_id': 12, 'name': 'F-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
265,49,2023,R,R 2dr Convertible AWD (5.0L 8cyl S/C 8A),111200,104528,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
266,49,2023,P450 R-Dynamic,P450 R-Dynamic 2dr Convertible AWD (5.0L 8cyl S/C 8A),87200,81968,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
267,49,2023,P450,P450 2dr Coupe (5.0L 8cyl S/C 8A),73400,68996,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
268,49,2023,P450 R-Dynamic,P450 R-Dynamic 2dr Coupe AWD (5.0L 8cyl S/C 8A),83900,78866,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
269,49,2023,R,R 2dr Coupe AWD (5.0L 8cyl S/C 8A),108500,101990,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
270,49,2023,P450,P450 2dr Convertible (5.0L 8cyl S/C 8A),76700,72098,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 49, 'make_id': 12, 'name': 'F-TYPE', 'make': {'id': 12, 'name': 'Jaguar'}}"
271,50,2023,HSE,HSE 4dr Hatchback AWD (electric DD),71300,69161,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 50, 'make_id': 12, 'name': 'I-PACE', 'make': {'id': 12, 'name': 'Jaguar'}}"
272,51,2023,P300 R-Dynamic SE,P300 R-Dynamic SE 4dr Sedan AWD (2.0L 4cyl Turbo 8A),52700,51119,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 51, 'make_id': 12, 'name': 'XF', 'make': {'id': 12, 'name': 'Jaguar'}}"
273,51,2023,P250 S,P250 S 4dr Sedan (2.0L 4cyl Turbo 8A),47000,45590,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 51, 'make_id': 12, 'name': 'XF', 'make': {'id': 12, 'name': 'Jaguar'}}"
274,51,2023,P250 SE,P250 SE 4dr Sedan (2.0L 4cyl Turbo 8A),49300,47821,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 51, 'make_id': 12, 'name': 'XF', 'make': {'id': 12, 'name': 'Jaguar'}}"
275,52,2023,LX,LX 4dr Minivan (3.5L 6cyl 8A),32900,31750,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 52, 'make_id': 13, 'name': 'Carnival', 'make': {'id': 13, 'name': 'Kia'}}"
276,52,2023,LX Seat Package,LX Seat Package 4dr Minivan (3.5L 6cyl 8A),34900,33680,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 52, 'make_id': 13, 'name': 'Carnival', 'make': {'id': 13, 'name': 'Kia'}}"
277,52,2023,EX,EX 4dr Minivan (3.5L 6cyl 8A),38400,37056,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 52, 'make_id': 13, 'name': 'Carnival', 'make': {'id': 13, 'name': 'Kia'}}"
278,52,2023,SX,SX 4dr Minivan (3.5L 6cyl 8A),41600,39728,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 52, 'make_id': 13, 'name': 'Carnival', 'make': {'id': 13, 'name': 'Kia'}}"
279,52,2023,SX Prestige,SX Prestige 4dr Minivan (3.5L 6cyl 8A),46000,43930,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 52, 'make_id': 13, 'name': 'Carnival', 'make': {'id': 13, 'name': 'Kia'}}"
280,53,2023,LX,LX 4dr Sedan (2.0L 4cyl CVT),19490,18807,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 53, 'make_id': 13, 'name': 'Forte', 'make': {'id': 13, 'name': 'Kia'}}"
281,53,2023,LXS,LXS 4dr Sedan (2.0L 4cyl CVT),19990,19291,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 53, 'make_id': 13, 'name': 'Forte', 'make': {'id': 13, 'name': 'Kia'}}"
282,53,2023,GT-Line,GT-Line 4dr Sedan (2.0L 4cyl CVT),21690,20713,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 53, 'make_id': 13, 'name': 'Forte', 'make': {'id': 13, 'name': 'Kia'}}"
283,53,2023,GT,GT 4dr Sedan (1.6L 4cyl Turbo 6M),24890,23769,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 53, 'make_id': 13, 'name': 'Forte', 'make': {'id': 13, 'name': 'Kia'}}"
284,53,2023,GT,GT 4dr Sedan (1.6L 4cyl Turbo 7AM),24190,23102,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 53, 'make_id': 13, 'name': 'Forte', 'make': {'id': 13, 'name': 'Kia'}}"
285,54,2023,LXS,LXS 4dr Sedan (1.6L 4cyl Turbo 8A),25090,24211,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 54, 'make_id': 13, 'name': 'K5', 'make': {'id': 13, 'name': 'Kia'}}"
286,54,2023,GT-Line,GT-Line 4dr Sedan (1.6L 4cyl Turbo 8A),26490,25562,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 54, 'make_id': 13, 'name': 'K5', 'make': {'id': 13, 'name': 'Kia'}}"
287,54,2023,EX,EX 4dr Sedan (1.6L 4cyl Turbo 8A),28990,27976,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 54, 'make_id': 13, 'name': 'K5', 'make': {'id': 13, 'name': 'Kia'}}"
288,54,2023,GT,GT 4dr Sedan (2.5L 4cyl Turbo 8AM),31490,30072,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 54, 'make_id': 13, 'name': 'K5', 'make': {'id': 13, 'name': 'Kia'}}"
289,54,2023,GT-Line,GT-Line 4dr Sedan AWD (1.6L 4cyl Turbo 8A),28190,27204,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 54, 'make_id': 13, 'name': 'K5', 'make': {'id': 13, 'name': 'Kia'}}"
290,55,2023,S,S 4dr SUV (2.0L 4cyl CVT),22890,22088,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
291,55,2023,LX,LX 4dr SUV AWD (2.0L 4cyl CVT),22840,22040,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
292,55,2023,S,S 4dr SUV AWD (2.0L 4cyl CVT),24390,23537,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
293,55,2023,Nightfall,Nightfall 4dr SUV AWD (1.6L 4cyl Turbo 7AM),27040,26093,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
294,55,2023,EX,EX 4dr SUV AWD (2.0L 4cyl CVT),26140,25225,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
295,55,2023,SX,SX 4dr SUV AWD (1.6L 4cyl Turbo 7AM),28340,27065,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 55, 'make_id': 13, 'name': 'Seltos', 'make': {'id': 13, 'name': 'Kia'}}"
296,56,2023,LX,LX 4dr Wagon (2.0L 4cyl CVT),19790,19098,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 56, 'make_id': 13, 'name': 'Soul', 'make': {'id': 13, 'name': 'Kia'}}"
297,56,2023,S,S 4dr Wagon (2.0L 4cyl CVT),22290,21509,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 56, 'make_id': 13, 'name': 'Soul', 'make': {'id': 13, 'name': 'Kia'}}"
298,56,2023,EX,EX 4dr Wagon (2.0L 4cyl CVT),24090,23005,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 56, 'make_id': 13, 'name': 'Soul', 'make': {'id': 13, 'name': 'Kia'}}"
299,56,2023,GT-Line,GT-Line 4dr Wagon (2.0L 4cyl CVT),23390,22338,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 56, 'make_id': 13, 'name': 'Soul', 'make': {'id': 13, 'name': 'Kia'}}"
300,57,2023,LX,LX 4dr SUV (2.5L 4cyl 8A),25990,25211,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
301,57,2023,X-Pro,X-Pro 4dr SUV AWD (2.5L 4cyl 8A),34990,33591,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
302,57,2023,SX,SX 4dr SUV AWD (2.5L 4cyl 8A),33290,31957,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
303,57,2023,X-Pro Prestige,X-Pro Prestige 4dr SUV AWD (2.5L 4cyl 8A),36790,35319,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
304,57,2023,SX-Prestige,SX-Prestige 4dr SUV AWD (2.5L 4cyl 8A),35290,33877,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
305,57,2023,LX,LX 4dr SUV AWD (2.5L 4cyl 8A),27790,26957,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
306,57,2023,SX-Prestige,SX-Prestige 4dr SUV (2.5L 4cyl 8A),33490,32149,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
307,57,2023,X-Line,X-Line 4dr SUV AWD (2.5L 4cyl 8A),30790,29867,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
308,57,2023,EX,EX 4dr SUV AWD (2.5L 4cyl 8A),29790,28897,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
309,57,2023,SX,SX 4dr SUV (2.5L 4cyl 8A),31490,30229,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
310,57,2023,EX,EX 4dr SUV (2.5L 4cyl 8A),27990,27151,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 57, 'make_id': 13, 'name': 'Sportage', 'make': {'id': 13, 'name': 'Kia'}}"
311,58,2023,LX,LX 4dr SUV (1.6L 4cyl Turbo gas/electric hybrid 6A),27290,26743,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 58, 'make_id': 13, 'name': 'Sportage Hybrid', 'make': {'id': 13, 'name': 'Kia'}}"
312,58,2023,EX,EX 4dr SUV AWD (1.6L 4cyl Turbo gas/electric hybrid 6A),30990,30371,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 58, 'make_id': 13, 'name': 'Sportage Hybrid', 'make': {'id': 13, 'name': 'Kia'}}"
313,58,2023,LX,LX 4dr SUV AWD (1.6L 4cyl Turbo gas/electric hybrid 6A),29090,28507,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 58, 'make_id': 13, 'name': 'Sportage Hybrid', 'make': {'id': 13, 'name': 'Kia'}}"
314,58,2023,SX-Prestige,SX-Prestige 4dr SUV AWD (1.6L 4cyl Turbo gas/electric hybrid 6A),36190,35467,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 58, 'make_id': 13, 'name': 'Sportage Hybrid', 'make': {'id': 13, 'name': 'Kia'}}"
315,59,2023,GT-Line,GT-Line 4dr Sedan (2.5L 4cyl Turbo 8A),36590,34944,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 59, 'make_id': 13, 'name': 'Stinger', 'make': {'id': 13, 'name': 'Kia'}}"
316,59,2023,GT2,GT2 4dr Sedan (3.3L 6cyl Turbo 8A),51790,49460,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 59, 'make_id': 13, 'name': 'Stinger', 'make': {'id': 13, 'name': 'Kia'}}"
317,59,2023,GT-Line,GT-Line 4dr Sedan AWD (2.5L 4cyl Turbo 8A),38790,37045,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 59, 'make_id': 13, 'name': 'Stinger', 'make': {'id': 13, 'name': 'Kia'}}"
318,59,2023,GT2,GT2 4dr Sedan AWD (3.3L 6cyl Turbo 8A),53990,51561,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 59, 'make_id': 13, 'name': 'Stinger', 'make': {'id': 13, 'name': 'Kia'}}"
319,60,2023,90 P300 S,90 P300 S 2dr SUV AWD (2.0L 4cyl Turbo 8A),52300,49162,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
320,60,2023,90 P525 V8 Carpathian Edition,90 P525 V8 Carpathian Edition 2dr SUV AWD (5.0L 8cyl S/C 8A),111400,104716,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
321,60,2023,90 P400 X,90 P400 X 2dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),85400,80276,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
322,60,2023,90 P525 V8,90 P525 V8 2dr SUV AWD (5.0L 8cyl S/C 8A),104400,98136,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
323,60,2023,110 P400 X,110 P400 X 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),87900,82626,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
324,60,2023,110 P400 X-Dynamic SE,110 P400 X-Dynamic SE 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),69900,65706,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
325,60,2023,90 P400 X-Dynamic SE,90 P400 X-Dynamic SE 2dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),66900,62886,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
326,60,2023,110 P525 V8 Carpathian Edition,110 P525 V8 Carpathian Edition 4dr SUV AWD (5.0L 8cyl S/C 8A),114600,107724,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
327,60,2023,90 P400 SE,90 P400 SE 2dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),64000,60160,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
328,60,2023,110 P525 V8,110 P525 V8 4dr SUV AWD (5.0L 8cyl S/C 8A),107700,101238,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
329,60,2023,110 P300,110 P300 4dr SUV AWD (2.0L 4cyl Turbo 8A),51700,48598,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
330,60,2023,110 P400 SE,110 P400 SE 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),66900,62886,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
331,60,2023,110 P300 S,110 P300 S 4dr SUV AWD (2.0L 4cyl Turbo 8A),55300,51982,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 60, 'make_id': 14, 'name': 'Defender', 'make': {'id': 14, 'name': 'Land Rover'}}"
332,61,2023,P300 S,P300 S 4dr SUV 4WD (2.0L 4cyl Turbo 8A),58400,54896,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 61, 'make_id': 14, 'name': 'Discovery', 'make': {'id': 14, 'name': 'Land Rover'}}"
333,61,2023,P300 R-Dynamic S,P300 R-Dynamic S 4dr SUV 4WD (2.0L 4cyl Turbo 8A),61600,57904,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 61, 'make_id': 14, 'name': 'Discovery', 'make': {'id': 14, 'name': 'Land Rover'}}"
334,61,2023,P360 R-Dynamic S,P360 R-Dynamic S 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),67400,63356,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 61, 'make_id': 14, 'name': 'Discovery', 'make': {'id': 14, 'name': 'Land Rover'}}"
335,61,2023,P360 R-Dynamic HSE,P360 R-Dynamic HSE 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),73700,69278,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 61, 'make_id': 14, 'name': 'Discovery', 'make': {'id': 14, 'name': 'Land Rover'}}"
336,61,2023,P360 Metropolitan Edition,P360 Metropolitan Edition 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),77800,73132,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 61, 'make_id': 14, 'name': 'Discovery', 'make': {'id': 14, 'name': 'Land Rover'}}"
337,62,2023,P250 S,P250 S 4dr SUV AWD (2.0L 4cyl Turbo 9A),43300,40702,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 62, 'make_id': 14, 'name': 'Discovery Sport', 'make': {'id': 14, 'name': 'Land Rover'}}"
338,62,2023,P250 R-Dynamic SE,P250 R-Dynamic SE 4dr SUV AWD (2.0L 4cyl Turbo 9A),48500,45590,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 62, 'make_id': 14, 'name': 'Discovery Sport', 'make': {'id': 14, 'name': 'Land Rover'}}"
339,62,2023,P250 SE,P250 SE 4dr SUV AWD (2.0L 4cyl Turbo 9A),46800,43992,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 62, 'make_id': 14, 'name': 'Discovery Sport', 'make': {'id': 14, 'name': 'Land Rover'}}"
340,62,2023,P250 R-Dynamic S,P250 R-Dynamic S 4dr SUV AWD (2.0L 4cyl Turbo 9A),45100,42394,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 62, 'make_id': 14, 'name': 'Discovery Sport', 'make': {'id': 14, 'name': 'Land Rover'}}"
341,63,2023,P400 SE SWB,P400 SE SWB 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),101000,94940,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
342,63,2023,P400 SE LWB 7,P400 SE LWB 7 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric mild hybrid 8A),107000,100580,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
343,63,2023,P530 SE LWB 7,P530 SE LWB 7 4dr SUV 4WD (4.4L 8cyl Turbo 8A),124700,117218,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
344,63,2023,P530 SE SWB,P530 SE SWB 4dr SUV 4WD (4.4L 8cyl Turbo 8A),118700,111578,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
345,63,2023,P530 Autobiography LWB 5,P530 Autobiography LWB 5 4dr SUV 4WD (4.4L 8cyl Turbo 8A),156450,147063,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
346,63,2023,P530 Autobiography LWB 7,P530 Autobiography LWB 7 4dr SUV 4WD (4.4L 8cyl Turbo 8A),154450,145183,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
347,63,2023,P530 Autobiography SWB,P530 Autobiography SWB 4dr SUV 4WD (4.4L 8cyl Turbo 8A),152450,143303,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
348,63,2023,P530 First Edition LWB 5,P530 First Edition LWB 5 4dr SUV 4WD (4.4L 8cyl Turbo 8A),163950,154113,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
349,63,2023,P530 First Edition SWB,P530 First Edition SWB 4dr SUV 4WD (4.4L 8cyl Turbo 8A),158650,149131,2022-08-30T22:19:56-04:00,2022-08-30T22:19:56-04:00,"{'id': 63, 'make_id': 14, 'name': 'Range Rover', 'make': {'id': 14, 'name': 'Land Rover'}}"
